Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-006127,AST-0019236,VDI Endpoint,EOL within 12 months,2026,2026-06-12,,1275.63,Not Started,Vendor Lead Time
PRJ-006128,AST-0011534,Laptop,Past EOL,2027,2027-02-01,,1359.36,Deferred,Security Exception
PRJ-006129,AST-0021716,Access Switch,EOL within 24 months,2028,2028-08-03,,6523.67,In Progress,None
PRJ-006130,AST-0009106,Laptop,Past EOL,2027,2027-04-14,,1406.81,In Progress,Branch Scheduling
PRJ-006131,AST-0002307,Laptop,EOL within 12 months,2026,2026-11-18,,1670.65,Not Started,Application Dependency
PRJ-006132,AST-0018010,Desktop,EOL within 24 months,2028,2028-12-17,2029-02-07,1181.08,Completed,Budget Approval
PRJ-006133,AST-0007132,Laptop,EOL within 24 months,2027,2027-02-18,,2870.39,Not Started,Vendor Lead Time
PRJ-006134,AST-0001303,Laptop,EOL within 12 months,2028,2028-11-08,,2129.92,Planning,Branch Scheduling
PRJ-006135,AST-0017663,Desktop,EOL within 12 months,2028,2028-03-04,,1024.22,Not Started,Change Freeze
PRJ-006136,AST-0000341,Laptop,EOL within 24 months,2028,2028-09-23,,2079.29,Planning,Security Exception
PRJ-006137,AST-0003410,Laptop,EOL within 12 months,2028,2028-02-21,,1666.89,Not Started,Security Exception
PRJ-006138,AST-0007975,Laptop,Past EOL,2027,2027-05-10,,1448.34,Planning,Branch Scheduling
PRJ-006139,AST-0002008,Laptop,EOL within 12 months,2028,2028-08-12,,1543.33,Planning,Vendor Lead Time
PRJ-006140,AST-0009481,Laptop,EOL within 12 months,2027,2027-03-05,2027-03-13,2005.16,Completed,Vendor Lead Time
PRJ-006141,AST-0010925,Laptop,EOL within 12 months,2026,2026-06-10,,1504.59,Not Started,Security Exception
PRJ-006142,AST-0003080,Laptop,Past EOL,2026,2026-07-07,,1814.63,Planning,Branch Scheduling
PRJ-006143,AST-0004563,Laptop,EOL within 24 months,2028,2028-05-27,,2289.34,Planning,Budget Approval
PRJ-006144,AST-0011521,Laptop,EOL within 12 months,2027,2027-03-19,,1934.04,In Progress,Branch Scheduling
PRJ-006145,AST-0020155,Server,EOL within 24 months,2028,2028-08-31,2028-10-03,15030.78,Completed,Branch Scheduling
PRJ-006146,AST-0020410,Server,EOL within 24 months,2026,2026-08-29,,12544.79,In Progress,Application Dependency
PRJ-006147,AST-0013860,Laptop,Past EOL,2027,2027-07-01,,1546.64,In Progress,Vendor Lead Time
PRJ-006148,AST-0017456,Desktop,EOL within 24 months,2026,2026-10-09,,1017.7,In Progress,Security Exception
PRJ-006149,AST-0018179,Desktop,EOL within 24 months,2028,2028-07-10,,1131.96,Planning,Security Exception
PRJ-006150,AST-0007358,Laptop,EOL within 24 months,2027,2027-11-05,,2070.94,Not Started,Branch Scheduling
PRJ-006151,AST-0000144,Laptop,EOL within 12 months,2028,2028-10-12,2028-12-01,1727.07,Completed,Security Exception
PRJ-006152,AST-0019543,VDI Endpoint,EOL within 12 months,2026,2026-09-25,,993.0,Not Started,Vendor Lead Time
PRJ-006153,AST-0010680,Laptop,EOL within 24 months,2028,2028-08-17,,1988.31,In Progress,None
PRJ-006154,AST-0017690,Desktop,EOL within 24 months,2026,2026-07-16,,914.63,Planning,Branch Scheduling
PRJ-006155,AST-0019901,VDI Endpoint,EOL within 12 months,2027,2027-11-08,,1083.45,Planning,Application Dependency
PRJ-006156,AST-0012349,Laptop,EOL within 12 months,2028,2028-09-11,2028-09-08,1650.3,Completed,Application Dependency
PRJ-006157,AST-0015379,Desktop,EOL within 24 months,2027,2027-05-26,,1086.75,Deferred,Vendor Lead Time
PRJ-006158,AST-0023225,Wireless Access Point,EOL within 24 months,2028,2028-03-06,2028-02-24,1590.88,Completed,Change Freeze
PRJ-006159,AST-0023153,Firewall,EOL within 12 months,2028,2028-07-06,,23352.83,Not Started,Change Freeze
PRJ-006160,AST-0010150,Laptop,Past EOL,2027,2027-02-11,2027-03-06,1538.1,Completed,Security Exception
PRJ-006161,AST-0003195,Laptop,Past EOL,2027,2027-01-12,,1918.1,In Progress,Vendor Lead Time
PRJ-006162,AST-0002989,Laptop,Past EOL,2026,2026-10-30,,1401.16,Blocked,Budget Approval
PRJ-006163,AST-0005864,Laptop,EOL within 24 months,2026,2026-10-18,,3828.45,In Progress,Budget Approval
PRJ-006164,AST-0011028,Laptop,EOL within 24 months,2028,2028-12-26,,1717.85,Planning,Application Dependency
PRJ-006165,AST-0001863,Laptop,Past EOL,2027,2027-06-11,,1479.52,Not Started,Application Dependency
PRJ-006166,AST-0014022,Desktop,EOL within 24 months,2027,2027-07-10,2027-09-16,1243.94,Completed,Security Exception
PRJ-006167,AST-0021900,Access Switch,EOL within 24 months,2026,2026-07-22,,5106.75,Deferred,Security Exception
PRJ-006168,AST-0011780,Laptop,EOL within 24 months,2026,2026-10-11,,1533.82,Not Started,Security Exception
PRJ-006169,AST-0023027,Router,EOL within 12 months,2027,2027-08-20,,8680.73,Deferred,Application Dependency
PRJ-006170,AST-0021364,Server,EOL within 24 months,2026,2026-06-09,,11821.9,Planning,Vendor Lead Time
PRJ-006171,AST-0015642,Desktop,EOL within 12 months,2027,2027-07-29,2027-07-09,1265.76,Completed,Vendor Lead Time
PRJ-006172,AST-0006140,Laptop,EOL within 24 months,2027,2027-01-16,,1995.45,Planning,Branch Scheduling
PRJ-006173,AST-0016505,Desktop,EOL within 24 months,2028,2028-09-17,,1190.33,Planning,Vendor Lead Time
PRJ-006174,AST-0005291,Laptop,Past EOL,2027,2027-01-25,,1310.32,Not Started,Branch Scheduling
PRJ-006175,AST-0004807,Laptop,EOL within 24 months,2028,2028-07-04,,2721.34,Deferred,Budget Approval
PRJ-006176,AST-0001872,Laptop,EOL within 24 months,2028,2028-05-20,,2742.83,Planning,Branch Scheduling
PRJ-006177,AST-0016460,Desktop,EOL within 12 months,2028,2028-03-01,2028-02-14,1026.06,Completed,Application Dependency
PRJ-006178,AST-0013095,Laptop,EOL within 24 months,2028,2028-05-22,,1981.18,Planning,None
PRJ-006179,AST-0002443,Laptop,Past EOL,2028,2028-09-25,,1791.37,Planning,Branch Scheduling
PRJ-006180,AST-0010957,Laptop,EOL within 12 months,2028,2028-07-30,,1468.84,Planning,Branch Scheduling
PRJ-006181,AST-0013042,Laptop,EOL within 12 months,2027,2027-11-05,,1714.16,Blocked,Branch Scheduling
PRJ-006182,AST-0005662,Laptop,EOL within 12 months,2028,2028-09-04,,1767.23,Deferred,Budget Approval
PRJ-006183,AST-0007721,Laptop,Past EOL,2026,2026-07-26,,1577.93,Planning,Security Exception
PRJ-006184,AST-0009527,Laptop,EOL within 12 months,2028,2028-06-17,,2037.98,Not Started,None
PRJ-006185,AST-0014177,Desktop,EOL within 12 months,2027,2027-09-15,,1223.43,Planning,Budget Approval
PRJ-006186,AST-0006223,Laptop,Past EOL,2027,2027-03-08,,1672.14,In Progress,Security Exception
PRJ-006187,AST-0011351,Laptop,EOL within 24 months,2028,2028-06-27,,1781.99,Not Started,Branch Scheduling
PRJ-006188,AST-0012747,Laptop,EOL within 12 months,2027,2027-02-18,,1820.56,In Progress,Branch Scheduling
PRJ-006189,AST-0008291,Laptop,EOL within 12 months,2027,2027-04-24,,1893.02,Planning,None
PRJ-006190,AST-0006875,Laptop,EOL within 12 months,2027,2027-10-08,,1540.68,In Progress,Vendor Lead Time
PRJ-006191,AST-0008543,Laptop,Past EOL,2027,2027-10-29,,1823.17,In Progress,None
PRJ-006192,AST-0018446,Desktop,EOL within 12 months,2028,2028-08-11,2028-10-28,1368.72,Completed,Branch Scheduling
PRJ-006193,AST-0017781,Desktop,EOL within 24 months,2028,2028-03-30,,1255.42,Not Started,None
PRJ-006194,AST-0021671,Access Switch,EOL within 24 months,2028,2028-11-19,,8903.51,In Progress,Change Freeze
PRJ-006195,AST-0016424,Desktop,EOL within 12 months,2028,2028-01-22,,1389.48,In Progress,Branch Scheduling
PRJ-006196,AST-0021769,Access Switch,EOL within 24 months,2028,2028-09-23,,7937.63,In Progress,Branch Scheduling
PRJ-006197,AST-0009102,Laptop,EOL within 24 months,2027,2027-01-30,,2646.03,In Progress,Branch Scheduling
PRJ-006198,AST-0020953,Server,EOL within 24 months,2026,2026-12-03,,15793.35,In Progress,Change Freeze
PRJ-006199,AST-0019091,VDI Endpoint,EOL within 24 months,2026,2026-12-29,,995.89,In Progress,Security Exception
PRJ-006200,AST-0000999,Laptop,Past EOL,2027,2027-11-13,,1579.29,Not Started,Change Freeze
PRJ-006201,AST-0017381,Desktop,EOL within 12 months,2027,2027-08-12,,1176.31,In Progress,None
PRJ-006202,AST-0008583,Laptop,EOL within 24 months,2028,2028-05-07,,2273.96,Not Started,None
PRJ-006203,AST-0014100,Desktop,EOL within 12 months,2027,2027-03-31,2027-04-05,1284.6,Completed,None
PRJ-006204,AST-0008550,Laptop,EOL within 12 months,2028,2028-06-08,,1506.01,In Progress,Application Dependency
PRJ-006205,AST-0014213,Desktop,EOL within 24 months,2026,2026-08-28,,942.48,In Progress,Security Exception
PRJ-006206,AST-0017177,Desktop,EOL within 12 months,2027,2027-09-09,,1403.4,Planning,Security Exception
PRJ-006207,AST-0014644,Desktop,EOL within 12 months,2027,2027-04-08,2027-06-10,1113.2,Completed,Change Freeze
PRJ-006208,AST-0007471,Laptop,Past EOL,2027,2027-12-18,,1896.68,In Progress,Security Exception
PRJ-006209,AST-0014537,Desktop,EOL within 24 months,2028,2028-10-13,,1235.98,Planning,Vendor Lead Time
PRJ-006210,AST-0007101,Laptop,Past EOL,2027,2027-11-05,,1823.78,In Progress,Budget Approval
PRJ-006211,AST-0023477,Wireless Access Point,EOL within 24 months,2026,2026-06-11,,944.08,Not Started,Application Dependency
PRJ-006212,AST-0015292,Desktop,EOL within 12 months,2028,2028-10-30,,1192.3,Blocked,Budget Approval
PRJ-006213,AST-0004795,Laptop,EOL within 12 months,2028,2028-12-17,,1775.84,Not Started,Change Freeze
PRJ-006214,AST-0019936,VDI Endpoint,EOL within 12 months,2027,2027-02-01,,1428.43,Deferred,Branch Scheduling
PRJ-006215,AST-0015629,Desktop,EOL within 12 months,2028,2028-04-02,,1286.4,Not Started,Budget Approval
PRJ-006216,AST-0007169,Laptop,EOL within 12 months,2028,2028-02-29,,1848.52,In Progress,Vendor Lead Time
PRJ-006217,AST-0016106,Desktop,EOL within 24 months,2027,2027-06-27,2027-07-31,957.08,Completed,Change Freeze
PRJ-006218,AST-0005191,Laptop,EOL within 12 months,2027,2027-02-17,,1871.73,Deferred,None
PRJ-006219,AST-0008911,Laptop,EOL within 12 months,2028,2028-06-20,,1775.8,Not Started,Vendor Lead Time
PRJ-006220,AST-0020715,Server,EOL within 24 months,2027,2027-01-24,,16101.54,Blocked,None
PRJ-006221,AST-0003930,Laptop,EOL within 24 months,2028,2028-05-31,,1853.42,In Progress,Budget Approval
PRJ-006222,AST-0018442,Desktop,EOL within 24 months,2027,2027-12-10,,1077.57,Planning,Budget Approval
PRJ-006223,AST-0012091,Laptop,EOL within 24 months,2027,2027-11-15,,2470.07,Not Started,Budget Approval
PRJ-006224,AST-0020569,Server,EOL within 24 months,2027,2027-09-19,,13334.54,Planning,Branch Scheduling
PRJ-006225,AST-0000723,Laptop,Past EOL,2028,2028-01-16,,1536.11,In Progress,Security Exception
PRJ-006226,AST-0003669,Laptop,EOL within 24 months,2028,2028-01-10,2028-03-24,2695.19,Completed,Branch Scheduling
PRJ-006227,AST-0014180,Desktop,EOL within 24 months,2027,2027-10-08,,1139.57,Planning,Budget Approval
PRJ-006228,AST-0000913,Laptop,Past EOL,2026,2026-10-21,,1964.9,Planning,Application Dependency
PRJ-006229,AST-0009810,Laptop,EOL within 12 months,2028,2028-09-29,,1530.14,Planning,Security Exception
PRJ-006230,AST-0018918,VDI Endpoint,EOL within 12 months,2028,2028-08-20,,1216.06,Planning,Change Freeze
PRJ-006231,AST-0011647,Laptop,Past EOL,2028,2028-09-29,,2007.98,Not Started,Vendor Lead Time
PRJ-006232,AST-0016894,Desktop,EOL within 12 months,2028,2028-10-14,,963.08,In Progress,Change Freeze
PRJ-006233,AST-0018791,VDI Endpoint,EOL within 12 months,2026,2026-06-08,,1414.85,Not Started,None
PRJ-006234,AST-0014626,Desktop,EOL within 12 months,2027,2027-05-26,,1329.07,Planning,Branch Scheduling
PRJ-006235,AST-0012191,Laptop,Past EOL,2027,2027-09-06,,1698.87,Planning,Branch Scheduling
PRJ-006236,AST-0014079,Desktop,EOL within 24 months,2027,2027-12-06,,1003.3,In Progress,Security Exception
PRJ-006237,AST-0009105,Laptop,EOL within 12 months,2026,2026-07-22,,1937.63,Planning,Change Freeze
PRJ-006238,AST-0017358,Desktop,EOL within 12 months,2027,2027-08-04,,1282.2,In Progress,Application Dependency
PRJ-006239,AST-0007414,Laptop,Past EOL,2027,2027-12-08,,1675.73,In Progress,None
PRJ-006240,AST-0016205,Desktop,EOL within 24 months,2026,2026-10-25,2026-10-18,1162.37,Completed,Security Exception
PRJ-006241,AST-0001754,Laptop,EOL within 24 months,2028,2028-10-23,,2611.65,Deferred,Budget Approval
PRJ-006242,AST-0006289,Laptop,Past EOL,2027,2027-04-07,,1607.67,In Progress,Budget Approval
PRJ-006243,AST-0012923,Laptop,Past EOL,2029,2029-01-01,,1473.81,Blocked,Change Freeze
PRJ-006244,AST-0008719,Laptop,EOL within 24 months,2026,2026-12-20,,1917.66,Not Started,Branch Scheduling
PRJ-006245,AST-0019488,VDI Endpoint,EOL within 12 months,2028,2028-10-19,,994.03,Not Started,Application Dependency
PRJ-006246,AST-0009463,Laptop,Past EOL,2027,2027-11-19,,1914.75,In Progress,Change Freeze
PRJ-006247,AST-0006487,Laptop,EOL within 24 months,2026,2026-09-22,,1953.03,In Progress,Security Exception
PRJ-006248,AST-0011859,Laptop,EOL within 12 months,2028,2028-03-19,2028-04-04,1454.48,Completed,Application Dependency
PRJ-006249,AST-0006892,Laptop,Past EOL,2028,2028-12-17,,1688.75,Not Started,Application Dependency
PRJ-006250,AST-0002554,Laptop,Past EOL,2028,2028-09-06,,1700.17,Not Started,Budget Approval
PRJ-006251,AST-0001539,Laptop,EOL within 12 months,2026,2026-11-04,,1486.21,Not Started,Security Exception
PRJ-006252,AST-0018378,Desktop,EOL within 12 months,2028,2028-04-27,,1230.89,In Progress,None
PRJ-006253,AST-0022319,Access Switch,EOL within 24 months,2026,2026-11-17,,5758.96,Deferred,Change Freeze
PRJ-006254,AST-0003362,Laptop,EOL within 24 months,2026,2026-11-07,,1666.38,Not Started,Vendor Lead Time
PRJ-006255,AST-0005427,Laptop,EOL within 12 months,2028,2028-03-22,2028-06-05,1717.99,Completed,None
PRJ-006256,AST-0001401,Laptop,EOL within 12 months,2028,2028-10-02,2028-12-02,1507.72,Completed,Budget Approval
PRJ-006257,AST-0010732,Laptop,EOL within 24 months,2028,2028-07-12,,1786.44,Planning,Security Exception
PRJ-006258,AST-0015822,Desktop,EOL within 24 months,2027,2027-09-12,,1278.73,Blocked,Budget Approval
PRJ-006259,AST-0018652,VDI Endpoint,EOL within 12 months,2028,2028-11-25,,1323.68,In Progress,Application Dependency
PRJ-006260,AST-0009674,Laptop,EOL within 12 months,2026,2026-09-11,,1772.27,Not Started,None
PRJ-006261,AST-0012340,Laptop,Past EOL,2026,2026-11-10,,1695.26,Not Started,Change Freeze
PRJ-006262,AST-0017628,Desktop,EOL within 12 months,2028,2028-05-10,,1087.67,Planning,Branch Scheduling
PRJ-006263,AST-0011483,Laptop,EOL within 12 months,2028,2028-05-14,,2115.58,In Progress,Change Freeze
PRJ-006264,AST-0014308,Desktop,EOL within 24 months,2027,2027-09-15,,882.0,Not Started,Branch Scheduling
PRJ-006265,AST-0011797,Laptop,Past EOL,2027,2027-12-29,,1894.77,In Progress,Branch Scheduling
PRJ-006266,AST-0021376,Server,EOL within 24 months,2026,2026-06-08,,11949.98,Deferred,Budget Approval
PRJ-006267,AST-0008016,Laptop,EOL within 24 months,2027,2027-06-17,,2134.19,Not Started,Branch Scheduling
PRJ-006268,AST-0012906,Laptop,EOL within 24 months,2027,2027-03-11,2027-04-03,1882.34,Completed,Security Exception
PRJ-006269,AST-0001922,Laptop,EOL within 24 months,2027,2027-10-22,,3265.25,Planning,Branch Scheduling
PRJ-006270,AST-0007128,Laptop,Past EOL,2028,2028-10-16,,1880.6,In Progress,Vendor Lead Time
PRJ-006271,AST-0019423,VDI Endpoint,EOL within 12 months,2028,2028-02-20,,1250.32,Not Started,Vendor Lead Time
PRJ-006272,AST-0016857,Desktop,EOL within 12 months,2027,2027-07-18,,970.49,Not Started,Application Dependency
PRJ-006273,AST-0001345,Laptop,EOL within 24 months,2026,2026-08-19,,3819.53,Not Started,None
PRJ-006274,AST-0019041,VDI Endpoint,EOL within 24 months,2026,2026-07-24,,978.62,Planning,Security Exception
PRJ-006275,AST-0016180,Desktop,EOL within 24 months,2028,2028-11-21,,1178.43,Blocked,Security Exception
PRJ-006276,AST-0018712,VDI Endpoint,EOL within 24 months,2028,2028-01-15,,924.64,Not Started,Security Exception
PRJ-006277,AST-0001237,Laptop,EOL within 24 months,2028,2028-05-27,2028-05-14,2709.59,Completed,Vendor Lead Time
PRJ-006278,AST-0013356,Laptop,EOL within 12 months,2028,2028-08-01,,1744.01,Blocked,Branch Scheduling
PRJ-006279,AST-0019125,VDI Endpoint,EOL within 12 months,2027,2027-12-01,,1360.69,Blocked,Application Dependency
PRJ-006280,AST-0018967,VDI Endpoint,EOL within 12 months,2026,2026-08-26,,1463.05,In Progress,Branch Scheduling
PRJ-006281,AST-0006177,Laptop,EOL within 24 months,2028,2028-07-28,,1770.24,In Progress,Change Freeze
PRJ-006282,AST-0004447,Laptop,Past EOL,2028,2028-04-01,,1506.57,Not Started,None
PRJ-006283,AST-0012365,Laptop,Past EOL,2027,2027-09-08,,1920.46,In Progress,Branch Scheduling
PRJ-006284,AST-0010920,Laptop,EOL within 12 months,2029,2029-01-05,,1919.63,Not Started,Budget Approval
PRJ-006285,AST-0007435,Laptop,EOL within 24 months,2027,2027-05-18,,1754.24,Deferred,Budget Approval
PRJ-006286,AST-0010850,Laptop,EOL within 24 months,2027,2027-05-13,2027-06-28,1890.09,Completed,None
PRJ-006287,AST-0008983,Laptop,EOL within 24 months,2026,2026-12-11,,1937.71,In Progress,Vendor Lead Time
PRJ-006288,AST-0018838,VDI Endpoint,EOL within 24 months,2027,2027-09-26,,881.62,In Progress,Application Dependency
PRJ-006289,AST-0008854,Laptop,EOL within 12 months,2028,2028-06-30,2028-08-15,1711.37,Completed,Branch Scheduling
PRJ-006290,AST-0007141,Laptop,EOL within 12 months,2028,2028-05-09,,1607.22,In Progress,Vendor Lead Time
PRJ-006291,AST-0011484,Laptop,EOL within 12 months,2027,2027-08-01,,1518.86,In Progress,Vendor Lead Time
PRJ-006292,AST-0010562,Laptop,Past EOL,2028,2028-11-25,,1509.81,Planning,Change Freeze
PRJ-006293,AST-0018687,VDI Endpoint,EOL within 12 months,2028,2028-06-11,,1409.37,Deferred,Change Freeze
PRJ-006294,AST-0016554,Desktop,EOL within 12 months,2026,2026-08-19,,1155.49,Not Started,Vendor Lead Time
PRJ-006295,AST-0022790,Router,EOL within 12 months,2026,2026-08-17,,11129.31,Not Started,Security Exception
PRJ-006296,AST-0007105,Laptop,EOL within 24 months,2027,2027-12-26,,2093.44,Not Started,None
PRJ-006297,AST-0012149,Laptop,Past EOL,2026,2026-10-27,,1407.4,Not Started,Branch Scheduling
PRJ-006298,AST-0006492,Laptop,Past EOL,2028,2028-01-24,,1755.95,In Progress,Vendor Lead Time
PRJ-006299,AST-0012487,Laptop,EOL within 12 months,2027,2027-07-05,,1539.01,Deferred,Change Freeze
PRJ-006300,AST-0013350,Laptop,Past EOL,2028,2028-08-30,,1427.72,Not Started,None
PRJ-006301,AST-0002585,Laptop,EOL within 12 months,2028,2028-10-24,2029-01-19,1691.55,Completed,Budget Approval
PRJ-006302,AST-0003066,Laptop,Past EOL,2027,2027-09-05,,1705.61,In Progress,Application Dependency
PRJ-006303,AST-0018048,Desktop,EOL within 12 months,2026,2026-09-30,,1219.79,Deferred,Budget Approval
PRJ-006304,AST-0023112,Firewall,EOL within 12 months,2026,2026-06-17,2026-08-01,22789.15,Completed,Budget Approval
PRJ-006305,AST-0017328,Desktop,EOL within 24 months,2028,2028-05-31,,921.48,Planning,Security Exception
PRJ-006306,AST-0007034,Laptop,Past EOL,2026,2026-09-04,,1354.47,Not Started,Branch Scheduling
PRJ-006307,AST-0013202,Laptop,EOL within 12 months,2027,2027-10-08,,1843.75,Not Started,Branch Scheduling
PRJ-006308,AST-0023305,Wireless Access Point,EOL within 24 months,2028,2028-05-18,,1160.68,Blocked,Budget Approval
PRJ-006309,AST-0002454,Laptop,EOL within 12 months,2028,2028-10-12,,1676.66,In Progress,None
PRJ-006310,AST-0000724,Laptop,Past EOL,2028,2028-04-30,,1450.09,Not Started,None
PRJ-006311,AST-0015206,Desktop,EOL within 12 months,2028,2028-09-29,,1094.75,Planning,None
PRJ-006312,AST-0013086,Laptop,EOL within 24 months,2027,2027-01-29,,2005.87,Deferred,Security Exception
PRJ-006313,AST-0008829,Laptop,EOL within 12 months,2028,2028-10-22,2028-11-11,1490.7,Completed,Application Dependency
PRJ-006314,AST-0005917,Laptop,EOL within 12 months,2026,2026-08-13,,1728.26,In Progress,Application Dependency
PRJ-006315,AST-0003296,Laptop,EOL within 12 months,2027,2027-08-28,,1917.15,Not Started,Vendor Lead Time
PRJ-006316,AST-0003467,Laptop,EOL within 24 months,2026,2026-07-28,,2028.13,Not Started,Branch Scheduling
PRJ-006317,AST-0016590,Desktop,EOL within 12 months,2028,2028-01-28,,1080.16,Not Started,Budget Approval
PRJ-006318,AST-0003310,Laptop,Past EOL,2028,2028-09-16,2028-12-06,1783.87,Completed,Security Exception
PRJ-006319,AST-0005726,Laptop,EOL within 24 months,2028,2028-03-20,,1805.2,In Progress,Application Dependency
PRJ-006320,AST-0008306,Laptop,Past EOL,2028,2028-05-04,,1820.93,Not Started,Application Dependency
PRJ-006321,AST-0009577,Laptop,Past EOL,2028,2028-05-04,,1452.99,In Progress,Change Freeze
PRJ-006322,AST-0017388,Desktop,EOL within 12 months,2028,2028-12-15,,1349.64,In Progress,Change Freeze
