Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ007505,A0002446,Technology Refresh Wave,2027-07-16,,Infrastructure,Completed,1106.85
PRJ007506,A0014942,Technology Refresh Wave,2026-10-19,,Network,Proposed,1052.02
PRJ007507,A0016486,Technology Refresh Wave,2028-09-23,,Infrastructure,In Progress,1123.87
PRJ007508,A0020326,Technology Refresh Wave,2026-02-06,,Infrastructure,Deferred,15429.26
PRJ007509,A0022683,Technology Refresh Wave,2027-12-14,,Infrastructure,Completed,5083.91
PRJ007510,A0019312,Technology Refresh Wave,2026-03-21,,Cloud,Approved,414.27
PRJ007511,A0009367,Technology Refresh Wave,2027-10-31,,Network,Deferred,1691.49
PRJ007512,A0007169,Technology Refresh Wave,2026-06-02,,Cloud,Proposed,1288.68
PRJ007513,A0008937,Technology Refresh Wave,2028-02-02,,Cloud,Approved,1670.63
PRJ007514,A0002096,Technology Refresh Wave,2028-12-02,,Infrastructure,Approved,1421.53
PRJ007515,A0003858,Technology Refresh Wave,2026-08-29,,Security,Proposed,1548.17
PRJ007516,A0021680,Technology Refresh Wave,2027-10-07,,Cloud,Approved,8668.89
PRJ007517,A0017732,Technology Refresh Wave,2026-01-28,,Cloud,Deferred,1151.81
PRJ007518,A0003478,Technology Refresh Wave,2027-02-26,,Security,Completed,1163.9
PRJ007519,A0005291,Technology Refresh Wave,2027-11-02,,Cloud,Proposed,1539.05
PRJ007520,A0017361,Technology Refresh Wave,2027-07-15,,Network,In Progress,879.46
PRJ007521,A0001011,Technology Refresh Wave,2028-04-16,,Infrastructure,Approved,1684.72
PRJ007522,A0007583,Technology Refresh Wave,2028-03-31,,Security,In Progress,1153.87
PRJ007523,A0005364,Technology Refresh Wave,2027-06-02,,End User Computing,In Progress,1403.09
PRJ007524,A0017829,Technology Refresh Wave,2028-04-13,,Infrastructure,Proposed,729.9
PRJ007525,A0011636,Technology Refresh Wave,2028-01-05,,Infrastructure,Approved,1117.47
PRJ007526,A0011192,Technology Refresh Wave,2026-05-11,,Infrastructure,Completed,1255.44
PRJ007527,A0011338,Technology Refresh Wave,2027-10-28,,Cloud,Proposed,1674.47
PRJ007528,A0006312,Technology Refresh Wave,2027-02-18,,Security,Approved,1707.74
PRJ007529,A0005315,Technology Refresh Wave,2026-08-04,,End User Computing,Completed,1130.0
PRJ007530,A0013839,Technology Refresh Wave,2027-10-05,,Infrastructure,In Progress,1567.65
PRJ007531,A0021662,Technology Refresh Wave,2027-10-29,,Network,In Progress,6638.42
PRJ007532,A0019035,Technology Refresh Wave,2027-01-29,,Network,Approved,421.37
PRJ007533,A0010995,Technology Refresh Wave,2026-07-22,,Infrastructure,In Progress,926.98
PRJ007534,A0019967,Technology Refresh Wave,2028-06-15,,Cloud,Deferred,449.15
PRJ007535,A0000935,Technology Refresh Wave,2027-09-26,,Network,Proposed,2245.76
PRJ007536,A0010121,Technology Refresh Wave,2027-11-22,,Security,Proposed,1125.1
PRJ007537,A0020111,Technology Refresh Wave,2028-05-02,,Security,Completed,12249.02
PRJ007538,A0022191,Technology Refresh Wave,2026-02-02,,Infrastructure,In Progress,4501.48
PRJ007539,A0007198,Technology Refresh Wave,2028-12-02,,Security,Approved,1358.11
PRJ007540,A0021765,Technology Refresh Wave,2028-11-28,,Network,Completed,7546.64
PRJ007541,A0017021,Technology Refresh Wave,2028-12-21,,Cloud,Approved,822.35
PRJ007542,A0001344,Technology Refresh Wave,2027-03-04,,Infrastructure,Completed,1221.96
PRJ007543,A0000518,Technology Refresh Wave,2026-08-30,,Infrastructure,Proposed,1164.02
PRJ007544,A0000360,Technology Refresh Wave,2026-01-06,,Security,Approved,1124.11
PRJ007545,A0009321,Technology Refresh Wave,2028-01-13,,Network,Deferred,2808.17
PRJ007546,A0011022,Technology Refresh Wave,2028-01-25,,Infrastructure,Deferred,2036.34
PRJ007547,A0021832,Technology Refresh Wave,2026-10-20,,Infrastructure,Proposed,6007.05
PRJ007548,A0022939,Technology Refresh Wave,2027-11-24,,End User Computing,Approved,37213.9
PRJ007549,A0000960,Technology Refresh Wave,2027-03-08,,Infrastructure,In Progress,1182.21
PRJ007550,A0022857,Technology Refresh Wave,2027-08-22,,Security,Approved,8479.97
PRJ007551,A0001149,Technology Refresh Wave,2028-04-16,,Security,Approved,1470.28
PRJ007552,A0002955,Technology Refresh Wave,2028-06-16,,Infrastructure,Proposed,1127.42
PRJ007553,A0005765,Technology Refresh Wave,2027-06-07,,Network,Approved,1325.84
PRJ007554,A0002052,Technology Refresh Wave,2027-10-10,,Security,Deferred,1140.97
PRJ007555,A0021083,Technology Refresh Wave,2027-07-28,,Security,In Progress,14929.05
PRJ007556,A0002055,Technology Refresh Wave,2027-09-11,,Network,Approved,1166.47
PRJ007557,A0021235,Technology Refresh Wave,2027-10-27,,End User Computing,Proposed,15753.97
PRJ007558,A0015321,Technology Refresh Wave,2027-09-02,,Infrastructure,Deferred,876.66
PRJ007559,A0000471,Technology Refresh Wave,2028-01-30,,Infrastructure,Deferred,1546.2
PRJ007560,A0008814,Technology Refresh Wave,2027-10-09,,End User Computing,Proposed,1223.73
PRJ007561,A0020716,Technology Refresh Wave,2027-06-30,,Cloud,Approved,12260.59
PRJ007562,A0017606,Technology Refresh Wave,2027-11-24,,Security,Approved,880.11
PRJ007563,A0017426,Technology Refresh Wave,2027-04-25,,Network,Deferred,1129.86
PRJ007564,A0006420,Technology Refresh Wave,2026-01-30,,Infrastructure,Proposed,1617.9
PRJ007565,A0013549,Technology Refresh Wave,2028-07-17,,Security,Approved,1078.71
PRJ007566,A0015747,Technology Refresh Wave,2028-08-27,,Network,Proposed,736.64
PRJ007567,A0006007,Technology Refresh Wave,2028-04-09,,Security,In Progress,1419.2
PRJ007568,A0001277,Technology Refresh Wave,2028-12-06,,Infrastructure,Proposed,1344.0
PRJ007569,A0020720,Technology Refresh Wave,2028-02-04,,Cloud,Deferred,15876.83
PRJ007570,A0012470,Technology Refresh Wave,2028-03-07,,Cloud,Proposed,1257.21
PRJ007571,A0010719,Technology Refresh Wave,2028-03-15,,Cloud,In Progress,1483.25
PRJ007572,A0021998,Technology Refresh Wave,2026-04-09,,Network,In Progress,5189.36
PRJ007573,A0017308,Technology Refresh Wave,2028-10-07,,Cloud,Proposed,895.67
PRJ007574,A0014943,Technology Refresh Wave,2026-10-08,,Infrastructure,Proposed,1020.98
PRJ007575,A0008887,Technology Refresh Wave,2027-09-25,,Network,In Progress,1459.3
PRJ007576,A0010982,Technology Refresh Wave,2026-10-18,,Cloud,Completed,1346.72
PRJ007577,A0007925,Technology Refresh Wave,2028-08-19,,Network,In Progress,1285.75
PRJ007578,A0008853,Technology Refresh Wave,2027-04-01,,Network,Proposed,1418.29
PRJ007579,A0013977,Technology Refresh Wave,2026-11-25,,Security,Deferred,948.08
PRJ007580,A0013828,Technology Refresh Wave,2028-04-23,,Security,Completed,1297.14
PRJ007581,A0022210,Technology Refresh Wave,2027-11-01,,Network,Approved,4768.45
PRJ007582,A0003609,Technology Refresh Wave,2026-11-22,,Network,Deferred,1462.64
PRJ007583,A0022419,Technology Refresh Wave,2027-06-08,,Network,In Progress,15756.26
PRJ007584,A0010514,Technology Refresh Wave,2026-05-30,,End User Computing,In Progress,1124.47
PRJ007585,A0023344,Technology Refresh Wave,2028-12-18,,Network,Proposed,1010.37
PRJ007586,A0009452,Technology Refresh Wave,2026-01-07,,End User Computing,Proposed,1015.21
PRJ007587,A0021753,Technology Refresh Wave,2027-08-14,,Security,Deferred,4659.18
PRJ007588,A0014106,Technology Refresh Wave,2026-09-18,,End User Computing,Approved,1082.95
PRJ007589,A0000177,Technology Refresh Wave,2026-12-21,,Security,Completed,1084.51
PRJ007590,A0020992,Technology Refresh Wave,2028-07-11,,End User Computing,Proposed,12576.24
PRJ007591,A0020662,Technology Refresh Wave,2027-03-27,,Cloud,Approved,13811.33
PRJ007592,A0007276,Technology Refresh Wave,2028-01-15,,End User Computing,Approved,1233.82
PRJ007593,A0008367,Technology Refresh Wave,2026-03-08,,Infrastructure,In Progress,1560.7
PRJ007594,A0010382,Technology Refresh Wave,2026-03-08,,Cloud,In Progress,2347.09
PRJ007595,A0007733,Technology Refresh Wave,2026-01-24,,Infrastructure,Approved,1664.11
PRJ007596,A0001237,Technology Refresh Wave,2028-04-05,,Security,Completed,1322.96
PRJ007597,A0006336,Technology Refresh Wave,2027-09-07,,End User Computing,Proposed,1052.82
PRJ007598,A0008146,Technology Refresh Wave,2026-01-26,,End User Computing,Proposed,1356.24
PRJ007599,A0023571,Technology Refresh Wave,2028-04-18,,Network,Approved,685.07
PRJ007600,A0014299,Technology Refresh Wave,2026-01-14,,Network,Proposed,758.83
PRJ007601,A0017336,Technology Refresh Wave,2027-03-25,,Security,Approved,716.44
PRJ007602,A0022308,Technology Refresh Wave,2026-03-26,,Cloud,Deferred,5557.71
PRJ007603,A0010150,Technology Refresh Wave,2028-05-16,,Cloud,Proposed,1210.02
PRJ007604,A0014238,Technology Refresh Wave,2026-08-16,,End User Computing,In Progress,1148.01
PRJ007605,A0002395,Technology Refresh Wave,2028-05-03,,End User Computing,Proposed,1366.28
PRJ007606,A0011451,Technology Refresh Wave,2026-06-15,,Network,Proposed,2345.99
PRJ007607,A0017398,Technology Refresh Wave,2026-04-23,,End User Computing,Proposed,1064.75
PRJ007608,A0005919,Technology Refresh Wave,2027-02-07,,Security,In Progress,1028.37
PRJ007609,A0020392,Technology Refresh Wave,2028-02-14,,End User Computing,In Progress,17688.14
PRJ007610,A0018412,Technology Refresh Wave,2027-08-13,,Infrastructure,Approved,933.79
PRJ007611,A0015146,Technology Refresh Wave,2027-05-24,,End User Computing,Deferred,796.49
PRJ007612,A0017709,Technology Refresh Wave,2027-10-16,,Security,In Progress,1182.73
PRJ007613,A0002437,Technology Refresh Wave,2026-08-24,,Security,In Progress,1105.04
PRJ007614,A0017219,Technology Refresh Wave,2027-02-01,,Infrastructure,Completed,1213.43
PRJ007615,A0017061,Technology Refresh Wave,2028-01-29,,End User Computing,Proposed,887.56
PRJ007616,A0009110,Technology Refresh Wave,2026-07-22,,Security,In Progress,1306.87
PRJ007617,A0015137,Technology Refresh Wave,2026-05-28,,Cloud,Proposed,772.92
PRJ007618,A0003747,Technology Refresh Wave,2028-03-06,,Infrastructure,Proposed,2366.74
PRJ007619,A0006254,Technology Refresh Wave,2027-02-21,,Cloud,Approved,1034.53
PRJ007620,A0022959,Technology Refresh Wave,2026-03-15,,Security,Approved,40315.72
PRJ007621,A0020183,Technology Refresh Wave,2028-11-26,,Network,In Progress,12230.99
PRJ007622,A0001328,Technology Refresh Wave,2027-04-08,,Network,Proposed,1320.73
PRJ007623,A0003538,Technology Refresh Wave,2026-07-01,,End User Computing,Deferred,1133.28
PRJ007624,A0006614,Technology Refresh Wave,2028-11-28,,End User Computing,Completed,998.47
PRJ007625,A0005736,Technology Refresh Wave,2027-09-02,,Infrastructure,In Progress,1127.51
PRJ007626,A0022018,Technology Refresh Wave,2026-09-18,,Infrastructure,Deferred,4012.4
PRJ007627,A0017592,Technology Refresh Wave,2026-06-13,,End User Computing,Proposed,851.99
PRJ007628,A0003277,Technology Refresh Wave,2027-02-09,,Cloud,In Progress,1282.83
PRJ007629,A0002747,Technology Refresh Wave,2028-06-06,,Network,Approved,1427.21
PRJ007630,A0008263,Technology Refresh Wave,2026-02-27,,Cloud,In Progress,1152.36
PRJ007631,A0016366,Technology Refresh Wave,2028-01-16,,Cloud,Deferred,879.41
PRJ007632,A0000103,Technology Refresh Wave,2027-10-13,,Infrastructure,Completed,962.16
PRJ007633,A0016453,Technology Refresh Wave,2027-09-17,,Security,Approved,1023.08
PRJ007634,A0001662,Technology Refresh Wave,2027-01-08,,Network,Proposed,1177.3
PRJ007635,A0015401,Technology Refresh Wave,2028-08-27,,Security,In Progress,809.98
PRJ007636,A0021921,Technology Refresh Wave,2027-04-19,,Network,Deferred,7477.92
PRJ007637,A0020215,Technology Refresh Wave,2027-07-03,,Infrastructure,In Progress,12403.17
PRJ007638,A0011379,Technology Refresh Wave,2026-12-22,,Network,Completed,1213.85
PRJ007639,A0021809,Technology Refresh Wave,2028-12-30,,Security,Completed,5950.55
PRJ007640,A0019619,Technology Refresh Wave,2027-07-19,,End User Computing,Completed,343.41
PRJ007641,A0008059,Technology Refresh Wave,2026-05-10,,Cloud,Proposed,938.73
PRJ007642,A0013662,Technology Refresh Wave,2027-08-21,,Security,Proposed,827.38
PRJ007643,A0010353,Technology Refresh Wave,2026-05-26,,End User Computing,Approved,1207.59
PRJ007644,A0001695,Technology Refresh Wave,2028-06-12,,Cloud,Approved,979.4
PRJ007645,A0023303,Technology Refresh Wave,2028-12-30,,Infrastructure,Proposed,984.66
PRJ007646,A0019417,Technology Refresh Wave,2027-12-14,,Security,Approved,592.49
PRJ007647,A0013407,Technology Refresh Wave,2028-02-17,,Cloud,Proposed,1566.79
PRJ007648,A0011567,Technology Refresh Wave,2027-07-09,,Security,In Progress,822.84
PRJ007649,A0020829,Technology Refresh Wave,2026-04-10,,End User Computing,Approved,12427.75
PRJ007650,A0016367,Technology Refresh Wave,2028-01-05,,Infrastructure,Approved,967.44
PRJ007651,A0022624,Technology Refresh Wave,2028-11-02,,Cloud,Approved,61366.49
PRJ007652,A0000269,Technology Refresh Wave,2027-05-20,,Infrastructure,Proposed,1701.04
PRJ007653,A0000519,Technology Refresh Wave,2026-12-19,,Network,Deferred,1147.78
PRJ007654,A0008798,Technology Refresh Wave,2027-02-22,,Infrastructure,Deferred,1265.44
PRJ007655,A0007160,Technology Refresh Wave,2028-06-05,,Infrastructure,Completed,821.85
PRJ007656,A0020197,Technology Refresh Wave,2028-07-13,,Cloud,Proposed,10265.89
PRJ007657,A0020514,Technology Refresh Wave,2027-07-09,,Security,In Progress,14789.06
PRJ007658,A0006361,Technology Refresh Wave,2028-07-20,,Cloud,In Progress,1828.55
PRJ007659,A0010127,Technology Refresh Wave,2027-09-18,,Security,Completed,2019.21
PRJ007660,A0016215,Technology Refresh Wave,2026-01-16,,Cloud,In Progress,947.25
PRJ007661,A0017408,Technology Refresh Wave,2028-05-07,,Network,In Progress,856.21
PRJ007662,A0002359,Technology Refresh Wave,2027-10-23,,Network,Completed,954.21
PRJ007663,A0006024,Technology Refresh Wave,2028-02-17,,Network,Approved,1163.62
PRJ007664,A0021036,Technology Refresh Wave,2028-03-29,,Infrastructure,In Progress,10680.48
PRJ007665,A0000440,Technology Refresh Wave,2026-10-01,,Security,Approved,2007.59
PRJ007666,A0010837,Technology Refresh Wave,2028-08-04,,Infrastructure,In Progress,2313.53
PRJ007667,A0015548,Technology Refresh Wave,2028-01-31,,Security,Proposed,1053.61
PRJ007668,A0017078,Technology Refresh Wave,2026-12-13,,Security,Completed,1402.57
PRJ007669,A0000938,Technology Refresh Wave,2028-09-04,,Infrastructure,In Progress,1702.3
PRJ007670,A0022503,Technology Refresh Wave,2028-01-26,,Network,Completed,19037.5
PRJ007671,A0017319,Technology Refresh Wave,2027-05-12,,Security,Approved,1062.42
PRJ007672,A0022987,Technology Refresh Wave,2026-01-25,,Infrastructure,Proposed,43865.51
PRJ007673,A0003460,Technology Refresh Wave,2026-07-06,,Security,Proposed,1436.37
PRJ007674,A0008125,Technology Refresh Wave,2028-08-30,,End User Computing,Deferred,1339.38
PRJ007675,A0008050,Technology Refresh Wave,2026-02-20,,End User Computing,Deferred,1102.64
PRJ007676,A0002135,Technology Refresh Wave,2026-04-28,,End User Computing,Approved,1230.13
PRJ007677,A0004966,Technology Refresh Wave,2027-06-13,,Security,In Progress,1344.41
PRJ007678,A0007101,Technology Refresh Wave,2028-11-06,,Cloud,Approved,1127.63
PRJ007679,A0022989,Technology Refresh Wave,2026-01-12,,Infrastructure,Proposed,8486.58
PRJ007680,A0023266,Technology Refresh Wave,2026-10-05,,Infrastructure,Deferred,820.28
PRJ007681,A0002775,Technology Refresh Wave,2026-01-27,,Cloud,Completed,1210.64
PRJ007682,A0018123,Technology Refresh Wave,2026-10-27,,End User Computing,Approved,1094.41
PRJ007683,A0013554,Technology Refresh Wave,2028-08-09,,Infrastructure,In Progress,1037.87
PRJ007684,A0003120,Technology Refresh Wave,2026-06-12,,Network,Proposed,874.13
PRJ007685,A0017785,Technology Refresh Wave,2028-07-28,,Cloud,Proposed,931.55
PRJ007686,A0009218,Technology Refresh Wave,2026-03-09,,Security,Completed,1670.59
PRJ007687,A0001211,Technology Refresh Wave,2027-05-11,,Cloud,Deferred,1339.08
PRJ007688,A0007932,Technology Refresh Wave,2027-05-20,,Network,Proposed,1310.15
PRJ007689,A0020117,Technology Refresh Wave,2028-03-13,,Network,Approved,15395.76
PRJ007690,A0010869,Technology Refresh Wave,2027-02-02,,End User Computing,Proposed,1085.8
PRJ007691,A0001086,Technology Refresh Wave,2027-06-27,,Infrastructure,In Progress,1297.89
PRJ007692,A0014547,Technology Refresh Wave,2028-04-02,,End User Computing,Proposed,1308.23
PRJ007693,A0013497,Technology Refresh Wave,2026-03-09,,Security,Proposed,1279.0
PRJ007694,A0017134,Technology Refresh Wave,2027-06-06,,Cloud,In Progress,953.44
PRJ007695,A0006219,Technology Refresh Wave,2026-05-09,,Security,Completed,1572.6
PRJ007696,A0014029,Technology Refresh Wave,2027-05-08,,Security,Completed,1008.38
PRJ007697,A0015013,Technology Refresh Wave,2027-03-15,,Security,In Progress,822.49
PRJ007698,A0019710,Technology Refresh Wave,2028-06-13,,End User Computing,Proposed,348.94
PRJ007699,A0014704,Technology Refresh Wave,2027-11-02,,Infrastructure,Approved,1045.35
PRJ007700,A0012277,Technology Refresh Wave,2028-10-08,,Cloud,Approved,1315.57
PRJ007701,A0008239,Technology Refresh Wave,2026-01-27,,End User Computing,Deferred,1426.13
PRJ007702,A0014498,Technology Refresh Wave,2027-10-11,,Security,Proposed,1034.2
PRJ007703,A0008359,Technology Refresh Wave,2028-06-07,,Network,In Progress,1572.48
PRJ007704,A0003380,Technology Refresh Wave,2026-09-03,,End User Computing,Approved,1019.61
PRJ007705,A0017266,Technology Refresh Wave,2027-09-23,,End User Computing,In Progress,825.93
PRJ007706,A0007918,Technology Refresh Wave,2026-04-06,,End User Computing,In Progress,1590.36
PRJ007707,A0005555,Technology Refresh Wave,2027-12-23,,Security,Deferred,1105.44
PRJ007708,A0013261,Technology Refresh Wave,2027-03-20,,Cloud,Approved,1327.25
PRJ007709,A0001319,Technology Refresh Wave,2027-07-15,,Network,Approved,1768.41
PRJ007710,A0001770,Technology Refresh Wave,2026-01-03,,Cloud,Completed,1272.99
PRJ007711,A0011135,Technology Refresh Wave,2028-06-30,,Cloud,Deferred,1566.96
PRJ007712,A0012476,Technology Refresh Wave,2026-06-06,,End User Computing,In Progress,1883.69
PRJ007713,A0010734,Technology Refresh Wave,2027-05-15,,Network,Proposed,1324.41
PRJ007714,A0009836,Technology Refresh Wave,2027-09-21,,Infrastructure,In Progress,1092.72
PRJ007715,A0011703,Technology Refresh Wave,2028-10-04,,Cloud,Completed,1431.92
PRJ007716,A0007627,Technology Refresh Wave,2028-12-02,,Infrastructure,Deferred,2055.24
PRJ007717,A0015190,Technology Refresh Wave,2027-11-10,,Network,Proposed,852.9
PRJ007718,A0013015,Technology Refresh Wave,2028-12-05,,End User Computing,Proposed,1163.79
PRJ007719,A0022042,Technology Refresh Wave,2026-01-09,,Cloud,Proposed,7397.96
PRJ007720,A0003563,Technology Refresh Wave,2028-01-21,,Security,Approved,2246.54
PRJ007721,A0006660,Technology Refresh Wave,2026-01-24,,End User Computing,Proposed,1189.25
PRJ007722,A0018217,Technology Refresh Wave,2028-12-09,,Cloud,Deferred,1074.29
PRJ007723,A0000131,Technology Refresh Wave,2027-12-10,,End User Computing,In Progress,1139.72
PRJ007724,A0018236,Technology Refresh Wave,2027-08-08,,Cloud,Deferred,1344.77
PRJ007725,A0003221,Technology Refresh Wave,2027-01-07,,Security,In Progress,1925.81
PRJ007726,A0004881,Technology Refresh Wave,2027-11-29,,End User Computing,Deferred,1097.06
PRJ007727,A0017608,Technology Refresh Wave,2026-06-12,,Security,Proposed,866.03
PRJ007728,A0004919,Technology Refresh Wave,2028-08-12,,Infrastructure,Approved,936.76
PRJ007729,A0001177,Technology Refresh Wave,2027-09-22,,Cloud,Approved,1200.63
PRJ007730,A0006848,Technology Refresh Wave,2026-03-13,,Security,Proposed,2265.7
PRJ007731,A0018125,Technology Refresh Wave,2027-09-26,,Infrastructure,Approved,1074.23
PRJ007732,A0014663,Technology Refresh Wave,2028-11-17,,Security,Proposed,788.31
PRJ007733,A0001624,Technology Refresh Wave,2026-12-29,,End User Computing,Proposed,2222.11
PRJ007734,A0019011,Technology Refresh Wave,2026-09-21,,Infrastructure,Proposed,373.69
